Query,AverageExecutionTime(ms),StdDevExecutionTime(ms),AverageElapsedTime(ms),AverageCompileTime(ms),AverageQueueWaitTime(ms),AverageResultCount,AverageResultSize,AverageProcessedObjects,AverageBufferCacheHitRatio,AverageBufferCachePageReadCount
"set `compiler.optimize.groupby` 'true';use testopen16gb; select similarsmallstring, count(similarsmallstring) as count from testdefopen16gb group by testdefopen16gb.similarsmallstring;",6911.8313421,31.270276379854902,6911.9879757,2.5445085,0.1,1.0,64.0,18083796.0,0.0,196172.0
"use testopen16gb; select similarsmallstring, count(similarsmallstring) as count from testdefopen16gb /*+ hash */ group by testdefopen16gb.similarsmallstring;",7092.055613900001,28.276398503589917,7092.2203721,2.4992167999999997,0.1,1.0,64.0,18083796.0,0.0,196172.0
"set `compiler.optimize.groupby` 'false';use testopen16gb; select normalsmallstring, count(normalsmallstring) as count from testdefopen16gb group by testdefopen16gb.normalsmallstring;",51897.16902439999,1015.241079317469,51897.330992699994,2.554431,0.0,18060883.0,1011409448.0,18083796.0,0.0,196172.0
"set `compiler.optimize.groupby` 'true';use testopen16gb; select normalsmallstring, count(normalsmallstring) as count from testdefopen16gb group by testdefopen16gb.normalsmallstring;",45918.2957657,1163.6759413329316,45918.4535476,2.6290191,0.0,18060883.0,1011409448.0,18083796.0,0.0,196172.0
"use testopen16gb; select normalsmallstring, count(normalsmallstring) as count from testdefopen16gb /*+ hash */ group by testdefopen16gb.normalsmallstring;",117742.19714810001,2233.0687638328814,117742.38273479999,3.0021562999999998,0.0,18060883.0,1011409448.0,18083796.0,0.0,196172.0
"set `compiler.optimize.groupby` 'false';use testopen16gb; select variablelengthstring, count(variablelengthstring) as count from testdefopen16gb group by testdefopen16gb.variablelengthstring;",102247.4958972,2573.173953308365,102247.6502986,2.5528015,0.0,18083796.0,3164927532.0,18083796.0,0.0,196172.0
"set `compiler.optimize.groupby` 'true';use testopen16gb; select variablelengthstring, count(variablelengthstring) as count from testdefopen16gb group by testdefopen16gb.variablelengthstring;",102947.8216006,2924.0430340686125,102947.976762,2.6357131,0.1,18083796.0,3164927532.0,18083796.0,0.0,196172.0
"use testopen16gb; select variablelengthstring, count(variablelengthstring) as count from testdefopen16gb /*+ hash */ group by testdefopen16gb.variablelengthstring;",274312.2971537,4237.280770283853,274312.4570333,2.5114814999999995,0.0,18083796.0,3164927532.0,18083796.0,0.0,196172.0
"set `compiler.optimize.groupby` 'false';use testopen32gb; select ten, count(ten) as count from testdefopen32gb group by testdefopen32gb.ten;",19523.587643,77.89708708287964,19523.7653757,3.4459305999999996,0.0,10.0,370.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'true';use testopen32gb; select ten, count(ten) as count from testdefopen32gb group by testdefopen32gb.ten;",13093.0780939,68.17012262202357,13093.2340664,2.6977585,0.1,10.0,370.0,36168131.0,0.0,392342.0
"use testopen32gb; select ten, count(ten) as count from testdefopen32gb /*+ hash */ group by testdefopen32gb.ten;",13394.141383499998,40.201717173006,13394.30356,2.5468563,0.0,10.0,370.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'false';use testopen32gb; select tenkgroups, count(tenkgroups) as count from testdefopen32gb group by testdefopen32gb.tenkgroups;",18842.3897143,103.4091695631742,18842.545575,2.5991835,0.0,10000.0,438890.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'true';use testopen32gb; select tenkgroups, count(tenkgroups) as count from testdefopen32gb group by testdefopen32gb.tenkgroups;",13605.4423924,48.85466808427491,13605.593167299998,2.5933701000000005,0.0,10000.0,438890.0,36168131.0,0.0,392342.0
"use testopen32gb; select tenkgroups, count(tenkgroups) as count from testdefopen32gb /*+ hash */ group by testdefopen32gb.tenkgroups;",14331.495695400003,51.4635560171899,14331.658352400002,2.478602,0.0,10000.0,438890.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'false';use testopen32gb; select milliongroups, count(milliongroups) as count from testdefopen32gb group by testdefopen32gb.milliongroups;",28219.114628500003,1026.7676547393053,28219.264128500003,2.6496170999999995,0.1,1000000.0,46888532.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'true';use testopen32gb; select milliongroups, count(milliongroups) as count from testdefopen32gb group by testdefopen32gb.milliongroups;",28046.4154445,760.8931320509316,28046.566356300005,2.5259226,0.1,1000000.0,46888532.0,36168131.0,0.0,392342.0
"use testopen32gb; select milliongroups, count(milliongroups) as count from testdefopen32gb /*+ hash */ group by testdefopen32gb.milliongroups;",39820.208227999996,246.18584633409645,39820.361419600005,2.5487096,0.0,1000000.0,46888532.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'false';use testopen32gb; select similarstring, count(similarstring) as count from testdefopen32gb group by testdefopen32gb.similarstring;",49401.4633764,784.0953417277453,49401.61570750001,2.5978286,0.0,1.0,149.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'true';use testopen32gb; select similarstring, count(similarstring) as count from testdefopen32gb group by testdefopen32gb.similarstring;",13957.7048877,52.39051363882459,13957.8567923,2.5477026,0.0,1.0,149.0,36168131.0,0.0,392342.0
"use testopen32gb; select similarstring, count(similarstring) as count from testdefopen32gb /*+ hash */ group by testdefopen32gb.similarstring;",17263.6365621,95.72242686637759,17263.7867638,2.4816672,0.0,1.0,149.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'false';use testopen32gb; select similarsmallstring, count(similarsmallstring) as count from testdefopen32gb group by testdefopen32gb.similarsmallstring;",21427.381941,656.7621278863496,21427.5336193,2.5528023,0.0,1.0,64.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'true';use testopen32gb; select similarsmallstring, count(similarsmallstring) as count from testdefopen32gb group by testdefopen32gb.similarsmallstring;",13803.7564505,52.37954699836118,13803.9100057,2.5198134000000003,0.0,1.0,64.0,36168131.0,0.0,392342.0
"use testopen32gb; select similarsmallstring, count(similarsmallstring) as count from testdefopen32gb /*+ hash */ group by testdefopen32gb.similarsmallstring;",14085.126364799999,66.17071967289898,14085.277335499999,2.4858445000000002,0.0,1.0,64.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'false';use testopen32gb; select normalsmallstring, count(normalsmallstring) as count from testdefopen32gb group by testdefopen32gb.normalsmallstring;",103580.442047,3481.534766241256,103580.5920407,2.5532491,0.2,36114551.0,2022414856.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'true';use testopen32gb; select normalsmallstring, count(normalsmallstring) as count from testdefopen32gb group by testdefopen32gb.normalsmallstring;",91694.52589589999,1851.8824314016765,91694.6765955,2.6201076999999997,0.0,36114551.0,2022414856.0,36168131.0,0.0,392342.0
"use testopen32gb; select normalsmallstring, count(normalsmallstring) as count from testdefopen32gb /*+ hash */ group by testdefopen32gb.normalsmallstring;",225079.19800940002,1612.0488142769245,225079.35619529997,2.5418212000000002,0.0,36114551.0,2022414856.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'false';use testopen32gb; select variablelengthstring, count(variablelengthstring) as count from testdefopen32gb group by testdefopen32gb.variablelengthstring;",211508.4455918,6883.551373536903,211508.76265500003,6.250870600000001,0.0,36168131.0,6329437411.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'true';use testopen32gb; select variablelengthstring, count(variablelengthstring) as count from testdefopen32gb group by testdefopen32gb.variablelengthstring;",203820.1489209,3838.1949327111793,203820.45493039998,6.4189785,0.0,36168131.0,6329437411.0,36168131.0,0.0,392342.0
"use testopen32gb; select variablelengthstring, count(variablelengthstring) as count from testdefopen32gb /*+ hash */ group by testdefopen32gb.variablelengthstring;",535590.7184766,7059.687132342945,535591.0268072999,6.022098300000001,0.0,36168131.0,6329437411.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'false';use testopen2gb; select hundred, count(hundred) as count from testdefopen2gb group by testdefopen2gb.hundred;",1386.4683303,93.12987114757419,1386.7415573,5.1486465,0.1,100.0,3990.0,2260380.0,0.0,24530.0
"set `compiler.optimize.groupby` 'true';use testopen2gb; select hundred, count(hundred) as count from testdefopen2gb group by testdefopen2gb.hundred;",865.5484956,10.644442091160384,865.8386511000001,5.810515099999999,0.2,100.0,3990.0,2260380.0,0.0,24530.0
"use testopen2gb; select hundred, count(hundred) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.hundred;",907.6277125,19.724588288999843,907.9106334,5.341922,0.1,100.0,3990.0,2260380.0,0.0,24530.0
"set `compiler.optimize.groupby` 'false';use testopen2gb; select kgroups, count(kgroups) as count from testdefopen2gb group by testdefopen2gb.kgroups;",1391.6574441,23.715221282490166,1391.915483,5.0902408999999995,0.1,1000.0,39890.0,2260380.0,0.0,24530.0
"set `compiler.optimize.groupby` 'true';use testopen2gb; select kgroups, count(kgroups) as count from testdefopen2gb group by testdefopen2gb.kgroups;",874.523227,17.995097875901134,874.7875577000001,5.3992543,0.1,1000.0,39890.0,2260380.0,0.0,24530.0
"use testopen2gb; select kgroups, count(kgroups) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.kgroups;",908.5081199,21.758808589055306,908.7922635000001,5.405609499999999,0.0,1000.0,39890.0,2260380.0,0.0,24530.0
"set `compiler.optimize.groupby` 'false';use testopen2gb; select hundredkgroups, count(hundredkgroups) as count from testdefopen2gb group by testdefopen2gb.hundredkgroups;",1707.8469813000004,65.14865654431433,1708.1385665999999,6.208567700000001,0.0,100000.0,4688890.0,2260380.0,0.0,24530.0
"set `compiler.optimize.groupby` 'true';use testopen2gb; select hundredkgroups, count(hundredkgroups) as count from testdefopen2gb group by testdefopen2gb.hundredkgroups;",1252.8588042,21.137843790413072,1253.1400686,5.615603,0.0,100000.0,4688890.0,2260380.0,0.0,24530.0
"use testopen2gb; select hundredkgroups, count(hundredkgroups) as count from testdefopen2gb /*+ hash */ group by testdefopen2gb.hundredkgroups;",1227.9410275,19.80471238379225,1228.2257499,5.6562668,0.0,100000.0,4688890.0,2260380.0,0.0,24530.0
"set `compiler.optimize.groupby` 'false';use testopen4gb; select hundred, count(hundred) as count from testdefopen4gb group by testdefopen4gb.hundred;",3004.2357748000004,162.31996363922391,3004.5115118,5.5906936,0.1,100.0,3990.0,4520789.0,0.0,49051.0
"set `compiler.optimize.groupby` 'true';use testopen4gb; select hundred, count(hundred) as count from testdefopen4gb group by testdefopen4gb.hundred;",1699.613269,18.545826471150676,1699.9000337999998,5.9886715,0.0,100.0,3990.0,4520789.0,0.0,49051.0
"use testopen4gb; select hundred, count(hundred) as count from testdefopen4gb /*+ hash */ group by testdefopen4gb.hundred;",1762.5933597000003,27.310923253022818,1762.8527927999999,4.8781308,0.0,100.0,3990.0,4520789.0,0.0,49051.0
"set `compiler.optimize.groupby` 'false';use testopen16gb; select hundred, count(hundred) as count from testdefopen16gb group by testdefopen16gb.hundred;",10845.135119499999,715.7191655690405,10845.404731999999,5.6004421,0.0,100.0,4090.0,18083796.0,0.0,196172.0
"set `compiler.optimize.groupby` 'true';use testopen16gb; select hundred, count(hundred) as count from testdefopen16gb group by testdefopen16gb.hundred;",6677.181978999999,31.42543118661888,6677.4567320999995,5.408827800000001,0.0,100.0,4090.0,18083796.0,0.0,196172.0
"use testopen16gb; select hundred, count(hundred) as count from testdefopen16gb /*+ hash */ group by testdefopen16gb.hundred;",6811.8524928,44.081379199824774,6812.1002324,4.5953384999999995,0.0,100.0,4090.0,18083796.0,0.0,196172.0
"set `compiler.optimize.groupby` 'false';use testopen16gb; select kgroups, count(kgroups) as count from testdefopen16gb group by testdefopen16gb.kgroups;",11744.0879719,681.3369140662973,11744.3699848,5.8790564000000005,0.0,1000.0,40890.0,18083796.0,0.0,196172.0
"set `compiler.optimize.groupby` 'true';use testopen16gb; select kgroups, count(kgroups) as count from testdefopen16gb group by testdefopen16gb.kgroups;",6700.6327771,43.63450585556097,6700.912573500001,5.6381387,0.1,1000.0,40890.0,18083796.0,0.0,196172.0
"use testopen16gb; select kgroups, count(kgroups) as count from testdefopen16gb /*+ hash */ group by testdefopen16gb.kgroups;",6880.0446675,53.34030205822088,6880.2864879,4.4663047,0.2,1000.0,40890.0,18083796.0,0.0,196172.0
"set `compiler.optimize.groupby` 'false';use testopen16gb; select hundredkgroups, count(hundredkgroups) as count from testdefopen16gb group by testdefopen16gb.hundredkgroups;",12506.122898500002,699.321209597518,12506.388106200002,5.2715166,0.0,100000.0,4788890.0,18083796.0,0.0,196172.0
"set `compiler.optimize.groupby` 'true';use testopen16gb; select hundredkgroups, count(hundredkgroups) as count from testdefopen16gb group by testdefopen16gb.hundredkgroups;",7616.5688785,32.21461223701757,7616.866130500001,6.1241477,0.1,100000.0,4788890.0,18083796.0,0.0,196172.0
"use testopen16gb; select hundredkgroups, count(hundredkgroups) as count from testdefopen16gb /*+ hash */ group by testdefopen16gb.hundredkgroups;",8147.6721772,47.570950430543014,8147.941643200002,5.1256992,0.0,100000.0,4788890.0,18083796.0,0.0,196172.0
"set `compiler.optimize.groupby` 'false';use testopen32gb; select hundred, count(hundred) as count from testdefopen32gb group by testdefopen32gb.hundred;",22289.3787064,1114.060251936658,22289.625664699997,4.7743522,0.0,100.0,4090.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'true';use testopen32gb; select hundred, count(hundred) as count from testdefopen32gb group by testdefopen32gb.hundred;",13276.7888174,59.197615739110056,13277.0499438,4.7038847,0.1,100.0,4090.0,36168131.0,0.0,392342.0
"use testopen32gb; select hundred, count(hundred) as count from testdefopen32gb /*+ hash */ group by testdefopen32gb.hundred;",13562.639554600002,30.545478488947335,13562.8699948,4.2775333,0.0,100.0,4090.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'false';use testopen32gb; select kgroups, count(kgroups) as count from testdefopen32gb group by testdefopen32gb.kgroups;",22028.590447399998,824.7620563647404,22028.8103776,4.2209955,0.1,1000.0,40890.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'true';use testopen32gb; select kgroups, count(kgroups) as count from testdefopen32gb group by testdefopen32gb.kgroups;",13363.3035312,43.906560033556964,13363.528371700002,4.2574843,0.0,1000.0,40890.0,36168131.0,0.0,392342.0
"use testopen32gb; select kgroups, count(kgroups) as count from testdefopen32gb /*+ hash */ group by testdefopen32gb.kgroups;",13673.897881099998,71.35522680213721,13674.1825174,5.337256699999999,0.0,1000.0,40890.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'false';use testopen32gb; select hundredkgroups, count(hundredkgroups) as count from testdefopen32gb group by testdefopen32gb.hundredkgroups;",24092.0839447,1280.612073446148,24092.327253599997,4.7149787000000005,0.1,100000.0,4788890.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'true';use testopen32gb; select hundredkgroups, count(hundredkgroups) as count from testdefopen32gb group by testdefopen32gb.hundredkgroups;",14818.9462197,49.6365614647696,14819.1886644,4.8550278,0.1,100000.0,4788890.0,36168131.0,0.0,392342.0
"use testopen32gb; select hundredkgroups, count(hundredkgroups) as count from testdefopen32gb /*+ hash */ group by testdefopen32gb.hundredkgroups;",16047.310412099998,70.81052732069566,16047.589244599998,5.622747599999999,0.0,100000.0,4788890.0,36168131.0,0.0,392342.0
"set `compiler.optimize.groupby` 'false';use testopen4gb; select kgroups, count(kgroups) as count from testdefopen4gb group by testdefopen4gb.kgroups;",2677.0051677,33.75110343846323,2677.2911279,6.059492499999999,0.0,1000.0,39890.0,4520789.0,0.0,49051.0
"set `compiler.optimize.groupby` 'true';use testopen4gb; select kgroups, count(kgroups) as count from testdefopen4gb group by testdefopen4gb.kgroups;",1691.934332,16.996508339977517,1692.1471137,3.9418087,0.0,1000.0,39890.0,4520789.0,0.0,49051.0
"use testopen4gb; select kgroups, count(kgroups) as count from testdefopen4gb /*+ hash */ group by testdefopen4gb.kgroups;",1776.7614795999998,34.72706507604477,1776.9886163000003,4.3030941,0.1,1000.0,39890.0,4520789.0,0.0,49051.0
"set `compiler.optimize.groupby` 'false';use testopen4gb; select hundredkgroups, count(hundredkgroups) as count from testdefopen4gb group by testdefopen4gb.hundredkgroups;",3375.6065985,176.75675302420407,3375.9976715,4.89368,0.0,100000.0,4688890.0,4520789.0,0.0,49051.0
"set `compiler.optimize.groupby` 'true';use testopen4gb; select hundredkgroups, count(hundredkgroups) as count from testdefopen4gb group by testdefopen4gb.hundredkgroups;",2171.3222581,35.21502823653505,2171.5681947000003,4.911527699999999,0.2,100000.0,4688890.0,4520789.0,0.0,49051.0
"use testopen4gb; select hundredkgroups, count(hundredkgroups) as count from testdefopen4gb /*+ hash */ group by testdefopen4gb.hundredkgroups;",2222.2041678,23.506000924079224,2222.4441538999995,4.6750832,0.4,100000.0,4688890.0,4520789.0,0.0,49051.0
"set `compiler.optimize.groupby` 'false';use testopen8gb; select hundred, count(hundred) as count from testdefopen8gb group by testdefopen8gb.hundred;",5499.4530949,324.92029950348814,5499.690799999999,4.7943754,0.0,100.0,3990.0,9041708.0,0.0,98091.0
"set `compiler.optimize.groupby` 'true';use testopen8gb; select hundred, count(hundred) as count from testdefopen8gb group by testdefopen8gb.hundred;",3345.196867,35.335006579992545,3345.3843126,3.2377299,0.0,100.0,3990.0,9041708.0,0.0,98091.0
"use testopen8gb; select hundred, count(hundred) as count from testdefopen8gb /*+ hash */ group by testdefopen8gb.hundred;",3435.665709,47.751342965640184,3435.8865888,4.1192269999999995,0.1,100.0,3990.0,9041708.0,0.0,98091.0
"set `compiler.optimize.groupby` 'false';use testopen8gb; select kgroups, count(kgroups) as count from testdefopen8gb group by testdefopen8gb.kgroups;",5690.2332898,284.96354862921186,5690.4798193999995,4.788748699999999,0.2,1000.0,39890.0,9041708.0,0.0,98091.0
"set `compiler.optimize.groupby` 'true';use testopen8gb; select kgroups, count(kgroups) as count from testdefopen8gb group by testdefopen8gb.kgroups;",3374.4235519000003,39.23471163946904,3374.6545534999996,4.293623999999999,0.1,1000.0,39890.0,9041708.0,0.0,98091.0
"use testopen8gb; select kgroups, count(kgroups) as count from testdefopen8gb /*+ hash */ group by testdefopen8gb.kgroups;",3459.4092033999996,20.850927102829463,3459.6501229999994,4.5097944,0.1,1000.0,39890.0,9041708.0,0.0,98091.0
"set `compiler.optimize.groupby` 'false';use testopen8gb; select hundredkgroups, count(hundredkgroups) as count from testdefopen8gb group by testdefopen8gb.hundredkgroups;",6400.731268699999,257.34478383569933,6401.0151139,5.7962315,0.0,100000.0,4690941.0,9041708.0,0.0,98091.0
"set `compiler.optimize.groupby` 'true';use testopen8gb; select hundredkgroups, count(hundredkgroups) as count from testdefopen8gb group by testdefopen8gb.hundredkgroups;",3991.3632088999993,30.084352623878406,3991.5880833,4.3684946,0.0,100000.0,4690941.0,9041708.0,0.0,98091.0
"use testopen8gb; select hundredkgroups, count(hundredkgroups) as count from testdefopen8gb /*+ hash */ group by testdefopen8gb.hundredkgroups;",4221.0455429,41.232445045076496,4221.2609308,4.228265500000001,0.1,100000.0,4690941.0,9041708.0,0.0,98091.0
"set `compiler.optimize.groupby` 'false';use testopen64gb; select ten, count(ten) as count from testdefopen64gb group by testdefopen64gb.ten;",39797.363442400005,1166.7611233852554,39797.617014100004,5.1267753,0.0,10.0,370.0,72335919.0,0.0,784673.0
"set `compiler.optimize.groupby` 'true';use testopen64gb; select ten, count(ten) as count from testdefopen64gb group by testdefopen64gb.ten;",27505.5785973,154.06264286651546,27505.863758400003,5.6777881,0.0,10.0,370.0,72335919.0,0.0,784673.0
"use testopen64gb; select ten, count(ten) as count from testdefopen64gb /*+ hash */ group by testdefopen64gb.ten;",27972.3411905,213.5271044249659,27972.614642,5.2902912,0.2,10.0,370.0,72335919.0,0.0,784673.0
"set `compiler.optimize.groupby` 'false';use testopen64gb; select tenkgroups, count(tenkgroups) as count from testdefopen64gb group by testdefopen64gb.tenkgroups;",39678.5898994,1011.1904503249696,39678.857997800005,5.8277509,0.0,10000.0,438890.0,72335919.0,0.0,784673.0
"set `compiler.optimize.groupby` 'true';use testopen64gb; select tenkgroups, count(tenkgroups) as count from testdefopen64gb group by testdefopen64gb.tenkgroups;",28676.0882796,197.76002944132102,28676.341877599996,5.301024699999999,0.0,10000.0,438890.0,72335919.0,0.0,784673.0
"use testopen64gb; select tenkgroups, count(tenkgroups) as count from testdefopen64gb /*+ hash */ group by testdefopen64gb.tenkgroups;",30198.168021799996,296.7267480136915,30198.4146282,4.7892231,0.0,10000.0,438890.0,72335919.0,0.0,784673.0
"set `compiler.optimize.groupby` 'false';use testopen64gb; select milliongroups, count(milliongroups) as count from testdefopen64gb group by testdefopen64gb.milliongroups;",54952.6119649,1273.6638626039917,54952.8842371,5.8855018,0.1,1000000.0,46905004.0,72335919.0,0.0,784673.0
"set `compiler.optimize.groupby` 'true';use testopen64gb; select milliongroups, count(milliongroups) as count from testdefopen64gb group by testdefopen64gb.milliongroups;",57650.991044999995,565.7171772377618,57651.25854000001,5.712567999999999,0.0,1000000.0,46905004.0,72335919.0,0.0,784673.0
"use testopen64gb; select milliongroups, count(milliongroups) as count from testdefopen64gb /*+ hash */ group by testdefopen64gb.milliongroups;",77507.1345513,508.2121662908996,77507.4076879,5.6513961,0.1,1000000.0,46905004.0,72335919.0,0.0,784673.0
"set `compiler.optimize.groupby` 'false';use testopen64gb; select similarstring, count(similarstring) as count from testdefopen64gb group by testdefopen64gb.similarstring;",97089.90122490001,1034.433948766836,97090.1645662,5.797202499999999,0.2,1.0,149.0,72335919.0,0.0,784673.0
"set `compiler.optimize.groupby` 'true';use testopen64gb; select similarstring, count(similarstring) as count from testdefopen64gb group by testdefopen64gb.similarstring;",27798.2052402,148.74426260823483,27798.460172400002,5.248555999999999,0.1,1.0,149.0,72335919.0,0.0,784673.0
"use testopen64gb; select similarstring, count(similarstring) as count from testdefopen64gb /*+ hash */ group by testdefopen64gb.similarstring;",34454.0601928,90.71796722792536,34454.335033,5.8178673000000005,0.2,1.0,149.0,72335919.0,0.0,784673.0
"set `compiler.optimize.groupby` 'false';use testopen64gb; select similarsmallstring, count(similarsmallstring) as count from testdefopen64gb group by testdefopen64gb.similarsmallstring;",42785.7203993,1193.4182588591736,42785.978961400004,5.4761839,0.0,1.0,64.0,72335919.0,0.0,784673.0
"set `compiler.optimize.groupby` 'true';use testopen64gb; select similarsmallstring, count(similarsmallstring) as count from testdefopen64gb group by testdefopen64gb.similarsmallstring;",27465.3066605,82.60448990352171,27465.532398499996,4.5726493999999995,0.1,1.0,64.0,72335919.0,0.0,784673.0
"use testopen64gb; select similarsmallstring, count(similarsmallstring) as count from testdefopen64gb /*+ hash */ group by testdefopen64gb.similarsmallstring;",28036.6715103,69.5620127233103,28036.950024699996,5.4255053,0.0,1.0,64.0,72335919.0,0.0,784673.0
"set `compiler.optimize.groupby` 'false';use testopen64gb; select normalsmallstring, count(normalsmallstring) as count from testdefopen64gb group by testdefopen64gb.normalsmallstring;",207528.80898899998,5662.198607236804,207529.0930808,6.5648721,0.1,72130717.0,4039320152.0,72335919.0,0.0,784673.0
"set `compiler.optimize.groupby` 'true';use testopen64gb; select normalsmallstring, count(normalsmallstring) as count from testdefopen64gb group by testdefopen64gb.normalsmallstring;",183339.21713199996,2725.0857416851145,183339.50046090002,6.270848599999999,0.0,72130717.0,4039320152.0,72335919.0,0.0,784673.0
"use testopen64gb; select normalsmallstring, count(normalsmallstring) as count from testdefopen64gb /*+ hash */ group by testdefopen64gb.normalsmallstring;",401577.824798,4768.287671759656,401578.1272915,5.9471948999999995,0.0,72130717.0,4039320152.0,72335919.0,0.0,784673.0
"set `compiler.optimize.groupby` 'false';use testopen2gb; select unique3, count(unique3) as count from testdefopen2gb group by unique3;",4957.7280421000005,246.15841763609856,4958.032929200001,7.552170800000001,0.2,2260380.0,96945357.0,2260380.0,0.0,24530.0
